come	Come out of the closet !	(0, 4)	Come with me to the Casbah .	(0, 4)
touch	Do n't touch my CDs !	(7, 12)	She did n't touch her food all night .	(12, 17)
language	Sign language .	(5, 13)	He did n't have the language to express his feelings .	(20, 28)
reaction	When I last tried to eat strawberries I had a terrible allergic reaction .	(64, 72)	A bad reaction to the medicine .	(6, 14)
fix	We have a fix on your position .	(10, 13)	He got a good fix on the target .	(14, 17)
ensure	This nest egg will ensure a nice retirement for us .	(19, 25)	The circumstances ensured a good outcome for him .	(18, 25)
eat	I did n't eat yet , so I gladly accept your invitation .	(10, 13)	We did not eat until 10 P.M. because there were so many phone calls .	(11, 14)
operation	The plane 's operation in high winds .	(13, 22)	A multinational operation .	(16, 25)
cut	Cut a disk .	(0, 3)	This cuts into my earnings .	(5, 9)
shame	When I realized that I had hurt my friend , I felt deep shame .	(56, 61)	The teenager could n't bear the shame of introducing his parents .	(32, 37)
dip	I 'm going for a dip before breakfast .	(17, 20)	This onion dip is just scrumptious .	(11, 14)
keep	Keep food for a week in the pantry .	(0, 4)	She never keeps her promises .	(10, 15)
picture	The political picture is favorable .	(14, 21)	The dictionary had many pictures .	(24, 32)
day	Day and night .	(0, 3)	The dawn turned night into day .	(27, 30)
forefront	That laboratory researches topics at the forefront of technology .	(41, 50)	The Cotswolds were once at the forefront of woollen manufacturing in England .	(31, 40)
business	He bought his brother 's business .	(25, 33)	A small mom-and-pop business .	(20, 28)
precede	Stone tools precede bronze tools .	(12, 19)	Bill preceded John in the long line of Susan 's husbands .	(5, 13)
cut	She could not cut the long days in the office .	(14, 17)	The glass from the shattered windshield cut into her forehead .	(40, 43)
leave	She did n't leave until midnight .	(12, 17)	At what time does your train leave ?	(29, 34)
marriage	Pat and Leslie 's marriage to each other lasted forty years .	(18, 26)	You should enter marriage for love .	(17, 25)
passing	The passing of winter .	(4, 11)	His future depended on his passing that test .	(27, 34)
life	The oceans are teeming with life .	(28, 32)	Having experienced both , the vampire decided that he preferred (un)death to life .	(77, 81)
unit	The centimetre is a unit of length .	(20, 24)	Units of nucleic acids .	(0, 5)
catch	Did you catch that allusion ?	(8, 13)	If he catches you on the chin , you 'll be on the mat .	(6, 13)
check	Check into the rumor .	(0, 5)	Check the brakes .	(0, 5)
transform	The alchemists sought to transform lead into gold .	(25, 34)	She transformed the clay into a beautiful sculpture .	(4, 15)
draw	Draw parallels .	(0, 4)	He drew great benefits from his membership in the association .	(3, 7)
take	Take vengeance .	(0, 4)	Do you take sugar in your coffee ?	(7, 11)
case	The teaching consists of theory lessons and case studies .	(44, 48)	A door case .	(7, 11)
check	Katie 's sick , so I need to check up on her and see if she needs anything .	(29, 34)	Check whether this page has a watermark .	(0, 5)
break	Break a circuit .	(0, 5)	Break a promise .	(0, 5)
follow	These people still follow the laws of their ancient religion .	(19, 25)	Follow the road .	(0, 6)
go	How does this song go again ?	(19, 21)	These ugly billboards have to go !	(30, 32)
inactivation	The gene inactivation system .	(9, 21)	Thermal inactivation of serum samples .	(8, 20)
see	Let 's see -- which movie should we see tonight ?	(7, 10)	See whether you can come tomorrow .	(0, 3)
hold	She can hold an audience spellbound .	(8, 12)	Hold your breath .	(0, 4)
procession	The Lord Mayor 's procession .	(18, 28)	Processions were forbidden .	(0, 11)
head	The head of the page .	(4, 8)	A reduction in the assessment per head of sheep .	(34, 38)
break	Break into tears .	(0, 5)	The blade broke her skin .	(10, 15)
head	They say he gives good head .	(23, 27)	200 head of cattle and 50 head of horses .	(4, 8)
gather	I gather from Aunty May that you had a good day at the match .	(2, 8)	People gathered round as he began to tell his story .	(7, 15)
work	This unpleasant situation is n't going to work itself out .	(42, 46)	The salesman works the Midwest .	(13, 18)
read	The gauge read ` empty ' .	(10, 14)	This dictionary can be read by the computer .	(23, 27)
stone	He must have a heart of stone .	(24, 29)	A peach stone .	(8, 13)
platoon	The defensive platoon of the football team .	(14, 21)	Platoons of tourists poured out of the busses .	(0, 8)
want	I want to go home now .	(2, 6)	This piano wants the attention of a competent tuner .	(11, 16)
fall	Payments fall on the 1st of the month .	(9, 13)	The onus fell on us .	(9, 13)
turn	Turn the heat down .	(0, 4)	This milk has turned ; it smells awful .	(14, 20)
connect	This computer will connect well to the network .	(19, 26)	The new railroad will connect the northern part of the state to the southern part .	(22, 29)
school	The school was built in 1932 .	(4, 10)	Our children attend a public school in our neighborhood .	(29, 35)
rub	Rub oil into her skin .	(0, 3)	I rubbed the cloth over the glass .	(2, 8)
make	Make an effort .	(0, 4)	Make love , not war .	(0, 4)
slot	The TV program has a new time slot .	(30, 34)	He put a quarter in the slot .	(24, 28)
analyze	Analyze the evidence in a criminal trial .	(0, 7)	The inspector analyzed the building for its soundness .	(14, 22)
load	I 'm worried that the load on that transformer will be too high .	(22, 26)	The system broke down under excessive loads .	(38, 43)
defensiveness	His defensiveness was manifested in hurt silence .	(4, 17)	The fear of being sued for malpractice has magnified physicians ' defensiveness .	(66, 79)
check	I will check up on the car tomorrow .	(7, 12)	Check out the engine .	(0, 5)
raise	Raise a smile .	(0, 5)	Raise your hands .	(0, 5)
cast	Cast a warm light .	(0, 4)	Cast a vote .	(0, 4)
case	The accusative case canonically indicates a direct object .	(15, 19)	The teaching consists of theory lessons and case studies .	(44, 48)
make	They hope to make a bigger profit .	(13, 17)	How much do you make a month in your new job ?	(16, 20)
tolerate	He learned to tolerate the heat .	(14, 22)	I can tolerate working on Saturdays , but not on Sundays .	(6, 14)
raise	Raise a siege .	(0, 5)	The President raised several million dollars for his college .	(14, 20)
sense	A sense of danger .	(2, 7)	A sense of security .	(2, 7)
cut	Cut grain .	(0, 3)	The football player cut to his left to evade a tackle .	(20, 23)
state	In a weak financial state .	(20, 25)	The current state of knowledge .	(12, 17)
respect	Out of respect for his privacy .	(7, 14)	She lost all respect for him .	(13, 20)
return	In return we gave them as good as we got .	(3, 9)	A return to one 's question .	(2, 8)
carry	I carry these thoughts in the back of my head .	(2, 7)	I will carry the secret to my grave .	(7, 12)
take	This box wo n't take all the items .	(16, 20)	She took a chill .	(4, 8)
hold	Hold your breath .	(0, 4)	What 's holding that mirror ?	(8, 15)
waste	Waste heat .	(0, 5)	We waste the dirty water by channeling it into the sewer .	(3, 8)
folk	They 're just country folk .	(22, 26)	Lots of folks like to travel during the holidays .	(8, 13)
break	Break the cycle of poverty .	(0, 5)	The newsman wanted to break a big story , something that would make him famous .	(22, 27)
sophisticate	To sophisticate wine . — Howell .	(3, 15)	Sophisticate rose water with geraniol .	(0, 12)
addition	The addition of cinnamon improved the flavor .	(4, 12)	He was a new addition to the staff .	(13, 21)
transform	The alchemists sought to transform lead into gold .	(25, 34)	This experience transformed her completely .	(16, 27)
time	See you another time .	(16, 20)	He called four times .	(15, 20)
opinion	Every man is a fool in some man 's opinion .	(35, 42)	His opinions appeared frequently on the editorial page .	(4, 12)
buy	I 'm not going to buy your stupid excuses anymore !	(18, 21)	Carmen bought a dress for $ 50 .	(7, 13)
run	I 'm not ready to run a marathon .	(18, 21)	She always runs to Italy , because she has a lover there .	(11, 15)
work	I can not work a miracle .	(10, 14)	His fingers worked with tension .	(12, 18)
stage	At what stage are the social sciences ?	(8, 13)	The band returned to the stage to play an encore .	(25, 30)
line	The line of soldiers advanced with their bayonets fixed .	(4, 8)	In line with .	(3, 7)
variety	The range and variety of his work is amazing .	(14, 21)	Varieties are frequently recognized in botany .	(0, 9)
spot	For our anniversary we went back to the same spot where we first met .	(45, 49)	A bald spot .	(7, 11)
meaning	The meaning of life .	(4, 11)	What is the meaning of this sentence .	(12, 19)
give	Give an excuse .	(0, 4)	She gave a pair of shoes to her husband for their anniversary .	(4, 8)
scene	The crazy lady made a scene in the grocery store .	(22, 27)	They saw an angry scene outside the pub .	(18, 23)
cut	We had to cut short the conversation .	(10, 13)	This bread cuts easily .	(11, 15)
point	We should meet at a pre-arranged point .	(33, 38)	They sailed south around the point .	(29, 34)
hit	We were hit by really bad weather .	(8, 11)	He hit .300 in the past season .	(3, 6)
catch	Did you catch a cold ?	(8, 13)	I have to catch a train at 7 o'clock .	(10, 15)
narrowness	The problem with achievement tests is the narrowness they impose on students .	(42, 52)	Frustrated by the narrowness of people 's horizons .	(18, 28)
take	I take it you 're not going ?	(2, 6)	How should I take this message ?	(13, 17)
draw	Draw steel .	(0, 4)	Draw a line .	(0, 4)
turn	Turn the earth in the Spring .	(0, 4)	Turn the heat down .	(0, 4)
break	Break cigarette smoking .	(0, 5)	His peccadilloes finally broke his marriage .	(25, 30)
pay	It will pay to wait .	(8, 11)	It pays to go through the trouble .	(3, 7)
run	If you see this man , run !	(22, 25)	These dresses run small .	(14, 17)
get	The operator could n't get Kobe because of the earthquake .	(23, 26)	Get permission to take a few days off from work .	(0, 3)
camp	The houseguests had to camp in the living room .	(23, 27)	We camped there .	(3, 9)
hold	I hold with those who say life is sacred .	(2, 6)	The bridge held .	(11, 15)
fit	A fit of coughing .	(2, 5)	She had a fit and had thrown all of his clothes out of the window .	(10, 13)
hoop	Hoop vats .	(0, 4)	To hoop a barrel or puncheon .	(3, 7)
bum	That mechanic 's a bum - he could n't fix a yo-yo .	(19, 22)	Fred is becoming a bum - he 's not even bothering to work more than once a month .	(19, 22)
perversion	Perversion also shows up in kinky telephone cords .	(0, 10)	The tendrils of the plant exhibited perversion .	(36, 46)
turn	The strong man could turn an iron bar .	(21, 25)	Turn the earth in the Spring .	(0, 4)
run	I 'm not ready to run a marathon .	(18, 21)	Let the dogs run free .	(13, 16)
beat	We beat the competition .	(3, 7)	Agassi beat Becker in the tennis championship .	(7, 11)
line	They were arrayed in line of battle .	(21, 25)	The cast stood in line for the curtain call .	(18, 22)
drop	Drop him from the Republican ticket .	(0, 4)	She dropped into army jargon .	(4, 11)
trick	He played a trick on me .	(12, 17)	As the businessman rounded the corner , she thought , " Here comes another trick . " .	(75, 80)
mother	The lioness was a mother of four cubs .	(18, 24)	Necessity is the mother of invention .	(17, 23)
grow	In these forests , mushrooms grow under the trees .	(29, 33)	Her hair does n't grow much anymore .	(18, 22)
burn	To burn the mouth with pepper .	(3, 7)	The iron burnt a hole in my dress .	(9, 14)
class	Apologizing for losing your temper , even though you were badly provoked , showed real class .	(87, 92)	The class of ' 97 .	(4, 9)
keep	Keep notes .	(0, 4)	Keep open the possibility of a merger .	(0, 4)
way	They did n't have much in the way of clothing .	(30, 33)	They are on the way .	(16, 19)
costume	He won the prize for best costume .	(26, 33)	We wore gorilla costumes to the party .	(16, 24)
flight	The flight of a refugee .	(4, 10)	Flights of imagination .	(0, 7)
put	Put your ideas in writing .	(0, 3)	That song put me in awful good humor .	(10, 13)
run	Run amok .	(0, 3)	He is running the Marathon this year .	(6, 13)
extend	The facts extend beyond a consideration of her personal assets .	(10, 16)	She extended her visit by another day .	(4, 12)
newspaper	He read his newspaper at breakfast .	(12, 21)	Murdoch owns many newspapers .	(18, 28)
draw	Draw a wagon .	(0, 4)	She drew $ 2,000 from the account .	(4, 8)
flood	Flood the market with tennis shoes .	(0, 5)	The images flooded his mind .	(11, 18)
orbit	He 's out of my orbit .	(16, 21)	In the political orbit of a world power .	(17, 22)
flatten	As there was a lot of damage , we chose the heavy roller to flatten the pitch .	(60, 67)	Flatten a road .	(0, 7)
spring	The emerging buds were a sure sign of spring .	(38, 44)	Spring is the time of the year most species reproduce .	(0, 6)
